SchoolID,SchoolName,LowestGrade,HighestGrade,Address,City,State,Zip5,County,Phone,SchoolDays,HoursInSchoolDay,HasLibrary,PreSchoolEnrollment,KindergartenEnrollment,Grade1Enrollment,Grade2Enrollment,Grade3Enrollment,Grade4Enrollment,Grade5Enrollment,Grade6Enrollment,Grade7Enrollment,Grade8Enrollment,Grade9Enrollment,Grade10Enrollment,Grade11Enrollment,Grade12Enrollment,TotalEnrollment,FullTimeTeacherCount,StudentTeacherRatio
A0501594,OLIVE BRANCH CHRISTIAN ACADEMY,6,17,PO BOX 250,OLIVE BRANCH,IL,62969,ALEXANDER,6187766082,180,7,Yes,,,1,,,,1,,1,1,1,4,2,1,12,2,6
A1501612,ONE WORLD SCHOOL- LLC,11,17,747 18TH AVE,EAST MOLINE,IL,61244,ROCK ISLAND,3097380265,180,6,Yes,,,,,,,,182,191,162,178,156,182,181,1914,44.8,42.72
A0901468,OPEN ARMS CHRISTIAN CHILD DEVELOPMENT CENTER,3,5,1850 CHESTNUT AVE,GLENVIEW,IL,60025,COOK,8477246092,240,10,Yes,,20,,,,,,,,,,,,,20,2,10
A9706219,OPEN BIBLE LEARNING CENTER,2,10,3800 W STEPHENSON ST,FREEPORT,IL,61032,STEPHENSON,8152357216,178,6.25,Yes,115,17,12,6,4,4,3,,,,,,,,161,5.3,8.67
A9102510,ORCHARDVILLE MENNONITE SCHOOL,6,15,1046 COUNTY HIGHWAY 13,KEENES,IL,62851,WAYNE,6188951327,170,6.25,No,,,6,10,11,4,8,6,10,9,5,3,,,72,5.9,12.2
00348035,OUR LADY OF GOOD COUNSEL SCHOOL,2,13,601 TALMA ST,AURORA,IL,60505,KANE,6308514400,176,7,Yes,22,14,13,13,11,18,24,19,28,20,,,,,182,13,12.3
00346945,OUR LADY OF GRACE,2,13,603 18TH AVE,EAST MOLINE,IL,61244,ROCK ISLAND,3097559771,174,8.5,Yes,26,18,21,12,15,10,20,16,12,14,,,,,164,13.9,9.92
00343627,OUR LADY OF GUADALUPE SCHOOL,2,13,9050 S BURLEY AVE,CHICAGO,IL,60617,COOK,7737680999,182,7,No,20,21,18,15,12,11,9,17,18,22,,,,,163,10.6,13.49
00341266,OUR LADY OF HUMILITY SCHOOL,2,13,10601 W WADSWORTH RD,BEACH PARK,IL,60099,LAKE,8477463722,180,6,Yes,43,24,30,28,28,26,30,29,30,27,,,,,295,9,28
00349141,OUR LADY OF LOURDES SCHOOL,2,13,3950 LOURDES DR,DECATUR,IL,62526,MACON,2178774408,177,6.75,Yes,35,16,15,23,15,18,20,22,33,22,,,,,219,14.8,12.43
00343707,OUR LADY OF MOUNT CARMEL ACADEMY,2,13,720 W BELMONT AVE,CHICAGO,IL,60657,COOK,7735258779,180,7,No,58,29,33,17,23,23,24,20,26,29,,,,,282,16.4,13.65
00345431,OUR LADY OF MT CARMEL SCHOOL,2,13,400 W MONROE,HERRIN,IL,62948,WILLIAMSON,6189424484,178,6.83,Yes,38,22,27,32,22,29,25,35,22,28,,,,,280,17.3,13.98
01605413,OUR LADY OF PEACE SCHOOL,2,13,709 PLAINFIELD RD,DARIEN,IL,60561,DUPAGE,6303259220,175,7,Yes,53,18,24,23,31,30,28,18,37,27,,,,,289,17.6,13.4
00344438,OUR LADY OF TEPAYAC ELEMENTARY SCHOOL,2,13,2235 S ALBANY AVE,CHICAGO,IL,60623,COOK,7735220024,180,6.91,Yes,20,12,12,22,15,21,14,15,15,15,,,,,161,9.4,15
00344427,OUR LADY OF TEPEYAC HIGH SCHOOL,14,17,2228 S WHIPPLE ST,CHICAGO,IL,60623,COOK,7735220023,180,7,Yes,,,,,,,,,,,37,37,39,30,143,12,11.91
00340364,OUR LADY OF THE RIDGE SCHOOL,2,13,10859 RIDGELAND AVE,CHICAGO RIDGE,IL,60415,COOK,7084244409,180,5.75,Yes,8,9,7,7,10,8,12,19,8,12,,,,,100,12.3,7.47
A1501614,OUR LADY OF THE SNOWS SCHOOL,2,13,4810 S LEAMINGTON AVE STE 1,CHICAGO,IL,60638,COOK,7737854810,181,7,Yes,28,18,21,27,10,28,23,18,13,10,,,,,196,,
00343762,OUR LADY OF THE WAYSIDE SCHOOL,2,13,432 S MITCHELL AVE,ARLINGTON HEIGHTS,IL,60005,COOK,2242550050,180,6.83,Yes,83,43,35,28,30,46,37,35,39,49,,,,,425,27.1,12.61
00345715,OUR LADY QUEEN OF PEACE SCHOOL,2,13,5915 N BELT W,BELLEVILLE,IL,62223,ST. CLAIR,6182341206,176,7,Yes,13,18,12,16,24,18,25,24,17,16,,,,,183,13.5,12.59
00349163,OUR LADY QUEEN OF PEACE SCHOOL,2,13,618 N PRAIRIE ST,BETHALTO,IL,62010,MADISON,6183776401,176,6.5,Yes,33,9,10,6,8,17,13,12,17,10,,,,,135,11.3,9.02
A0901469,OUR LADY SACRED HEART ACADEMY,10,17,3218 11TH ST,ROCKFORD,IL,61109,WINNEBAGO,8153993021,211,7.25,Yes,,,,,,,1,2,2,2,3,5,6,2,23,4.8,4.79
K9302110,OUR SAVIOR LUTHERAN PRESCHOOL,2,3,1910 BLACK RD,JOLIET,IL,60435,WILL,8157251688,180,5,Yes,52,9,,,,,,,,,,,,,61,1,9
00349888,OUR SAVIORS LUTHERAN SCHOOL,2,13,1800 23RD ST,ZION,IL,60099,LAKE,8478725922,170,7,Yes,14,6,4,3,5,8,4,6,5,4,,,,,59,4.9,9.18
00350645,OUR SAVIORS LUTHERAN SCHOOL,2,13,2645 OLD JACKSONVILLE RD,SPRINGFIELD,IL,62704,SANGAMON,2175464531,176,7,Yes,47,18,20,21,19,23,23,22,19,27,,,,,239,12.6,15.23
00350011,OUR SAVIOUR LUTHERAN SCHOOL,2,3,7151 W CORNELIA AVE,CHICAGO,IL,60634,COOK,7737361157,174,5.5,Yes,40,6,,,,,,,,,,,,,46,1,6
00348352,OUR SAVIOUR SCHOOL,2,13,455 E STATE ST,JACKSONVILLE,IL,62650,MORGAN,2172438621,176,6.8,No,36,28,28,31,37,33,31,37,32,28,,,,,321,21,13.57
A9102465,PACTT LEARNING CENTER,1,1,7101 N GREENVIEW AVE,CHICAGO,IL,60626,COOK,7733389102,180,6,No,,,,,,,,,,,,,,,22,5.6,3.92
A9501690,PARK VIEW MONTESSORI SCHOOL - CHICAGO,2,3,640 W IRVING PARK RD,CHICAGO,IL,60613,COOK,7734776122,109,5,No,60,8,,,,,,,,,,,,,68,1,8
BB120669,PARKLAND PREPARATORY ACADEMY,3,17,900 S PARK BLVD,STREAMWOOD,IL,60107,COOK,6308238323,196,6.25,Yes,,2,4,8,6,8,7,10,13,5,7,13,17,16,116,23,5.04
BB140415,PARKLAND PREPARATORY ACADEMY,6,17,8901 S 52ND AVE,OAK LAWN,IL,60453,COOK,6308238323,196,6.25,Yes,,,1,2,3,,5,5,3,3,5,6,8,17,58,9,6.44
A9901794,PARKVIEW CHRISTIAN ACADEMY,2,17,201 W CENTER ST,YORKVILLE,IL,60560,KENDALL,6305535158,176,8,No,95,40,18,28,20,20,24,25,10,10,15,15,15,15,350,38.5,6.62
A1301331,PATHWAY MONTESSORI,2,3,1819 MAPLE AVE,DOWNERS GROVE,IL,60515,DUPAGE,6309630394,176,10,No,18,7,,,,,,,,,,,,,25,1,7
A0301386,PAVILION FOUNDATION SCHOOL,8,17,810 W CHURCH ST,CHAMPAIGN,IL,61820,CHAMPAIGN,2173731774,176,6,No,,,,,2,1,2,1,3,12,7,14,13,5,60,8,7.5
BB941022,PENNY LANE SCHOOL,2,3,10255 RIDGELAND AVE OFC,CHICAGO RIDGE,IL,60415,COOK,7084254233,180,6,No,60,17,,,,,,,,,,,,,77,1,17
A0301387,PEORIA ACADEMY,2,13,2711 W WILLOW KNOLLS DR,PEORIA,IL,61614,PEORIA,3096927570,177,6,Yes,27,31,12,15,17,17,15,18,7,14,,,,,173,19.5,7.48
00351718,PEORIA CHRISTIAN SCHOOL,2,17,3506 N CALIFORNIA AVE,PEORIA,IL,61603,PEORIA,3096864500,175,6.83,Yes,66,26,27,30,34,42,37,41,44,50,62,64,53,58,634,44.9,12.65
A1301333,PEORIA CHRISTIAN SCHOOL - MONROE,10,13,3725 N MONROE AVE,PEORIA HEIGHTS,IL,61616,PEORIA,3096810500,180,6.91,Yes,,,,,,,42,47,47,50,,,,,186,15.4,12.07
00351682,PEORIA HEBREW DAY SCHOOL,6,12,5614 N UNIVERSITY ST,PEORIA,IL,61614,PEORIA,3096922821,177,7,No,,,3,,2,1,1,2,3,,,,,,12,3,4
00347304,PEORIA NOTRE DAME HIGH SCHOOL,14,17,5105 N SHERIDAN RD,PEORIA,IL,61614,PEORIA,3096918741,174,7.08,Yes,,,,,,,,,,,193,206,189,189,777,60.9,12.75
00347574,PERU CATHOLIC SCHOOL,2,13,2003 5TH ST,PERU,IL,61354,LASALLE,8152241914,177,7,Yes,51,26,24,22,26,22,14,7,13,17,,,,,222,12.9,13.25
A1701602,PIKE COUNTY CHRISTIAN ACADEMY,3,15,PO BOX 72,PITTSFIELD,IL,62363,PIKE,2172855722,176,7,Yes,,6,4,3,4,2,3,2,4,4,2,2,,,36,4.3,8.37
BB962067,PILGRIM LUTHERAN SCHOOL,2,13,4300 N WINCHESTER AVE,CHICAGO,IL,60613,COOK,7734774824,178,6.5,Yes,33,14,18,15,14,15,17,18,9,17,,,,,170,9.1,15.05
A1370761,PIXIE & DIXIE DAY CARE CENTER INC,2,3,199 S ADDISON RD UNIT 100,WOOD DALE,IL,60191,DUPAGE,6307871208,251,10,No,67,7,,,,,,,,,,,,,74,1,7
BB180945,PK RIDGE INTL MONTESSORI SCHOOL,2,5,418 W TOUHY AVE,PARK RIDGE,IL,60068,COOK,8472921229,200,6,No,15,18,,,,,,,,,,,,,33,2.9,6.2
A9501686,PLAID ACADEMY,8,13,2017 W 110TH PL,CHICAGO,IL,60643,COOK,7732382609,176,6,Yes,,,,,1,2,3,3,3,3,,,,,15,5.5,2.72
00354151,PLAINVIEW PAROCHIAL SCHOOL,6,13,2070 COUNTY ROAD 1600 E,ARTHUR,IL,61911,MOULTRIE,2175432033,165,7,No,,,6,6,3,4,2,4,3,1,,,,,29,2,14.5
00353511,PLATO ACADEMY,2,13,733 LEE ST STE 200,DES PLAINES,IL,60016,COOK,8477687188,176,6,Yes,15,18,12,12,8,6,6,4,4,5,,,,,90,9.6,7.81
BB170166,PLATO ACADEMY INC,2,13,733 LEE ST,DES PLAINES,IL,60016,COOK,8477687188,178,6.5,No,27,19,16,9,3,5,5,1,4,3,,,,,92,11.6,5.6
BB100614,PLCCA DEBRA ANN PORTER 24/7 CHILD DEVT CENT,2,2,1100 MADISON ST,MAYWOOD,IL,60153,COOK,7088650608,,,No,48,,,,,,,,,,,,,,198,21,7.14
A1701604,PLEASANT VIEW SCHOOL,3,15,184 N COUNTY ROAD 300E,ARCOLA,IL,61910,DOUGLAS,2172683886,180,7,Yes,,6,5,3,6,9,4,5,5,4,,6,,,53,4.9,10.81
BB940880,POKO LOKO CHILD CARE CENTER,2,3,404 S ELMHURST RD,WHEELING,IL,60090,COOK,8475204466,252,6,No,20,8,,,,,,,,,,,,,28,1,8
A1301335,POKO LOKO EARLY LEARNING CENTER,2,3,1601 NORTHWIND BLVD,LIBERTYVILLE,IL,60048,LAKE,8476804433,200,7,Yes,100,10,,,,,,,,,,,,,110,1,10
00352857,PONTIAC CHRISTIAN SCHOOL,2,13,18034 N 2100 E RD,PONTIAC,IL,61764,LIVINGSTON,8158421322,169,6,Yes,4,4,5,1,4,2,1,5,1,5,,,,,32,6,4.66
00344904,POPE JOHN PAUL II CATHOLIC SCHOOL,2,13,4325 S RICHMOND ST,CHICAGO,IL,60632,COOK,7735236161,182,7,Yes,35,16,15,15,21,23,19,14,16,14,,,,,188,10.4,14.71
00340502,POPE JOHN XXIII SCHOOL,2,13,1120 WASHINGTON ST,EVANSTON,IL,60202,COOK,8474755678,180,6.75,Yes,44,28,16,17,34,16,30,17,20,18,,,,,240,16.5,11.87
A0301388,PRAIRIE FLOWER MONTESSORI SCHOOL,2,8,3130 TURPIN RD,DECATUR,IL,62521,MACON,2174235200,174,6.5,Yes,15,4,,3,3,,,,,,,,,,25,2,5
02025045,PRAIRIE LANE AMISH SCHOOL,6,13,214 E COUNTY ROAD 300 N,ARTHUR,IL,61911,DOUGLAS,2175432707,165,8,No,,,3,4,7,4,4,3,5,3,,,,,36,3,12
A1390175,PRAIRIE SCHOOL OF DUPAGE,2,9,1926 N MAIN ST,WHEATON,IL,60187,DUPAGE,6306906000,167,7.25,No,9,10,8,4,7,4,,,,,,,,,42,3.8,8.68
A0501597,PRAIRIE VIEW MONTESSORI,2,3,2624 GINGER WOODS PKWY,AURORA,IL,60502,KANE,6309787786,240,8,Yes,15,2,,,,,,,,,,,,,17,1.9,1.05
A1501620,PRIMROSE SCHOOL OF ALGONQUIN,2,3,2300 COUNTY LINE RD,ALGONQUIN,IL,60102,MCHENRY,2243330380,200,6.5,No,171,9,,,,,,,,,,,,,180,1,9
A1301336,PRIMROSE SCHOOL OF SOUTH ELGIN,2,3,450 BRIARGATE DR,SOUTH ELGIN,IL,60177,KANE,8474681630,210,6.5,No,160,18,,,,,,,,,,,,,178,2,9
A0901474,PRINCE OF PEACE PRESCHOOL,2,3,930 W HIGGINS RD,SCHAUMBURG,IL,60195,COOK,8478857036,157,6.5,Yes,76,9,,,,,,,,,,,,,85,0.9,10
02023489,PRINCETON CHRISTIAN ACADEMY,2,13,21890 US HIGHWAY 34,PRINCETON,IL,61356,BUREAU,8158752933,175,7,Yes,11,9,13,15,13,6,10,11,9,9,,,,,106,9,10.55
00353533,PROLOGUE EARLY COLLEGE,14,17,1135 N CLEAVER ST,CHICAGO,IL,60642,COOK,7739359925,188,6.5,Yes,,,,,,,,,,,35,42,51,97,225,18.9,11.9
A9701415,PROVIDENCE CATHOLIC CHILDRENS ACADEMY,2,3,1800 W LINCOLN HWY,NEW LENOX,IL,60451,WILL,8154857129,161,6,No,90,25,,,,,,,,,,,,,115,1,25
00346763,PROVIDENCE CATHOLIC HIGH SCHOOL,14,17,1800 W LINCOLN HWY,NEW LENOX,IL,60451,WILL,8154852136,181,6.5,Yes,,,,,,,,,,,251,269,281,235,1036,58,17.86
02023638,PROVIDENCE ST. MEL SCHOOL,2,17,119 S CENTRAL PARK BLVD,CHICAGO,IL,60624,COOK,7737224600,177,7.08,Yes,43,20,19,28,16,23,19,28,32,29,34,44,38,40,413,32.1,11.52
BB161020,PUI TAK CHRISTIAN SCHOOL,2,13,2301 S WENTWORTH AVE,CHICAGO,IL,60616,COOK,3128428546,180,6,Yes,80,17,9,11,7,9,5,4,3,3,,,,,148,8.6,7.9
BB941480,PUI TAK CHRISTIAN SCHOOL,2,13,2301 S WENTWORTH AVE,CHICAGO,IL,60616,COOK,3128428546,180,6.5,Yes,80,17,9,11,7,9,5,4,3,3,,,,,148,9.6,7.08
A0103152,PYTHAGORAS CHILDRENS ACADEMY,2,10,893 N CHURCH RD,ELMHURST,IL,60126,DUPAGE,6308340477,176,6.75,No,36,20,11,6,9,2,3,,,,,,,,87,8.9,5.73
A0700869,QUAD CITIES CHRISTIAN SCHOOL,12,17,4000 11TH ST,MOLINE,IL,61265,ROCK ISLAND,3097623800,178,7.25,Yes,,,,,,,,,17,15,13,14,19,18,96,10.6,9.05
00343842,QUEEN OF ANGELS ELEMENTARY SCHOOL,2,13,4520 N WESTERN AVE,CHICAGO,IL,60625,COOK,7737694211,180,6,Yes,109,42,35,32,39,27,43,31,33,19,,,,,410,33,9.12
00340524,QUEEN OF MARTYRS ELEMENTARY SCHOOL,2,13,3550 W 103RD ST,EVERGREEN PARK,IL,60805,COOK,7084221540,180,6.83,Yes,40,25,27,30,29,15,17,25,35,43,,,,,286,17.6,13.97
00342816,QUEEN OF THE ROSARY SCHOOL,2,13,690 W ELK GROVE BLVD,ELK GROVE VILLAGE,IL,60007,COOK,8474373322,180,5.66,Yes,61,19,25,34,31,22,32,20,11,18,,,,,273,15.6,13.58
00343864,QUEEN OF THE UNIVERSE SCHOOL,2,13,7130 S HAMLIN AVE,CHICAGO,IL,60629,COOK,7735824266,180,6.75,Yes,30,23,20,14,17,13,16,19,13,17,,,,,182,12.8,11.87
BB140378,QUEST ACADEMY,2,13,500 N BENTON ST,PALATINE,IL,60067,COOK,8472028035,169,7,Yes,19,18,19,17,21,34,21,22,28,30,,,,,229,27.6,7.6
A9501626,QUEST ACADEMY,2,13,500 N BENTON ST,PALATINE,IL,60067,COOK,8472028035,169,7.25,Yes,20,20,19,18,22,34,21,22,28,30,,,,,234,28.6,7.48
A9901796,QUINCY AREA CHRISTIAN SCHOOL ASSOCIATION,2,15,PO BOX 3643,QUINCY,IL,62305,ADAMS,2172235698,179,6.66,Yes,4,6,4,1,5,4,,,3,5,5,6,,,43,7,5.57
00349028,QUINCY NOTRE DAME HIGH SCHOOL,14,17,1400 S 11TH ST,QUINCY,IL,62301,ADAMS,2176533964,176,7.5,Yes,,,,,,,,,,,119,105,103,101,428,21.1,20.28
A1370762,RAEKWON'S SCHOLASTIC DAYCARE ACADEMY LLC,2,5,211 W 79TH ST # 15,CHICAGO,IL,60620,COOK,7735527001,,,Yes,75,35,,,,,,,,,,,,,110,1,35
02024143,RAVENSWOOD BAPTIST CHRISTIAN SCHOOL,2,17,4437 N SEELEY AVE,CHICAGO,IL,60625,COOK,7735616575,184,6.5,No,10,15,7,6,9,6,6,5,3,7,6,7,5,4,96,11.9,7.22
00341222,REGINA DOMINICAN HIGH SCHOOL,14,17,701 LOCUST RD,WILMETTE,IL,60091,COOK,8472567660,176,7,Yes,,,,,,,,,,,73,61,70,69,273,29.9,9.13
00343875,RESURRECTION COLLEGE PREP HIGH SCHOOL,14,17,7500 W TALCOTT AVE,CHICAGO,IL,60631,COOK,7737756616,176,6,Yes,,,,,,,,,,,122,126,105,122,475,34.8,13.64
00353588,RESURRECTION LUTHERAN SCHOOL,2,13,2567 W SULLIVAN RD,AURORA,IL,60506,KANE,6309071313,170,7,Yes,17,5,5,6,10,7,4,4,3,3,,,,,64,4.1,11.46
A0301392,RIDGE ACADEMY,6,13,2501 W 103RD ST,CHICAGO,IL,60655,COOK,7732330033,185,7.25,Yes,,,4,3,7,7,4,3,6,6,,,,,40,4.1,9.75
A1701614,RIVERS OF LIFE CHRISTIAN SCHOOL,2,17,3131 E 23RD ST,GRANITE CITY,IL,62040,MADISON,6185014204,179,6.5,No,14,14,7,7,9,9,6,5,5,3,8,13,6,4,110,9,10.66
A0103067,ROCHELLE ZELL JEWISH HIGH SCHOOL,14,17,1095 LAKE COOK RD,DEERFIELD,IL,60015,COOK,8474706700,176,8.16,Yes,,,,,,,,,,,41,48,47,39,175,20.5,8.53
00347825,ROCKFORD BOYLAN CATHOLIC HIGH SCHOOL,14,17,4000 ST FRANCIS DR,ROCKFORD,IL,61103,WINNEBAGO,8158770531,179,7.08,Yes,,,,,,,,,,,198,213,214,230,855,80.6,10.6
00350984,ROCKFORD CHRISTIAN SCHOOLS,2,17,1401 N BELL SCHOOL RD,ROCKFORD,IL,61107,WINNEBAGO,8153993465,171,7,Yes,91,83,58,43,36,57,59,64,80,83,98,102,106,136,1096,75.1,13.38
A0103155,ROCKFORD IQRA' SCHOOL,2,17,5925 DARLENE DR,ROCKFORD,IL,61109,WINNEBAGO,8153976899,175,7,No,16,15,14,18,15,11,13,17,9,13,9,5,7,3,165,19.9,7.48
A9701400,ROCKFORD LUTHERAN ACADEMY,2,10,1711 DELCY DR,ROCKFORD,IL,61107,WINNEBAGO,8152264947,177,7,Yes,57,41,38,36,38,37,42,,,,,,,,289,12,19.33
00350805,ROCKFORD LUTHERAN SCHOOL - JR/SR HIGH SCHOOL,11,17,3411 N ALPINE RD,ROCKFORD,IL,61114,WINNEBAGO,8158779551,176,6.33,Yes,,,,,,,,43,48,58,91,72,85,104,501,50.3,9.96
K9302191,ROGERS PARK MONTESSORI SCHOOL,2,13,1800 W BALMORAL AVE,CHICAGO,IL,60640,COOK,7732711700,170,5.75,Yes,125,30,39,33,40,29,33,29,28,23,,,,,409,37.5,7.57
K9302054,RONALD KNOX MONTESSORI SCHOOL,2,3,2031 ELMWOOD AVE,WILMETTE,IL,60091,COOK,8472562922,165,8,Yes,63,29,,,,,,,,,,,,,92,4.3,6.74
00348046,ROSARY HIGH SCHOOL,14,17,901 N EDGELAWN DR,AURORA,IL,60506,KANE,6308960831,176,7.08,Yes,,,,,,,,,,,77,93,62,73,305,23.8,12.81
K9302144,ROSEHILL MONTESSORI SCHOOL,2,3,1203 LISLE PL,LISLE,IL,60532,DUPAGE,6309644500,176,6,Yes,30,5,,,,,,,,,,,,,35,1.1,4.54
BB080814,ROSELAND DAYCARE CENTER,2,3,10520 S HALSTED ST,CHICAGO,IL,60628,COOK,7738811212,190,10,No,48,18,,,,,,,,,,,,,66,11.9,1.51
00348363,ROUTT CATHOLIC HIGH SCHOOL,14,17,500 E COLLEGE AVE,JACKSONVILLE,IL,62650,MORGAN,2172438563,176,6.55,Yes,,,,,,,,,,,23,39,37,29,128,11.1,11.53
00352201,ROYCEMORE SCHOOL,2,17,1200 DAVIS ST,EVANSTON,IL,60201,COOK,8478666055,172,6.25,Yes,24,9,14,16,14,12,12,10,15,17,23,20,21,25,232,35.1,5.92
A9102530,RUSH DAY SCHOOL,6,13,2150 W HARRISON ST,CHICAGO,IL,60612,COOK,3129426627,206,6,Yes,,,3,4,9,,8,1,3,5,,,,,33,5,6.6
BB140528,SACRED HEART CATHOLIC SCHOOL,2,13,815 N 16TH AVE,MELROSE PARK,IL,60160,COOK,7086810240,180,6.5,No,16,22,16,17,23,20,25,19,13,15,,,,,186,11.3,15.04
00348909,SACRED HEART ELEMENTARY SCHOOL,2,13,407 S HENRIETTA ST,EFFINGHAM,IL,62401,EFFINGHAM,2173424060,180,6,Yes,50,34,27,27,24,20,20,14,16,20,,,,,252,13,15.53
00348829,SACRED HEART GRIFFIN HIGH SCHOOL,14,17,1200 W WASHINGTON,SPRINGFIELD,IL,62702,SANGAMON,2177871595,180,7,Yes,,,,,,,,,,,179,149,154,163,645,42.8,15.07
00348432,SACRED HEART SCHOOL,2,13,3 E 4TH ST,PANA,IL,62557,CHRISTIAN,2175622425,180,7,No,40,11,15,19,16,18,15,8,12,18,,,,,172,9.6,13.75
00346683,SACRED HEART SCHOOL,2,13,322 W MAPLE ST,LOMBARD,IL,60148,DUPAGE,6306290536,176,7,Yes,50,17,13,15,15,22,20,16,17,23,,,,,208,12.4,12.74
00342576,SACRED HEART SCHOOL,2,13,1095 GAGE ST,WINNETKA,IL,60093,COOK,8474460005,180,6.16,Yes,43,23,11,17,16,11,19,12,22,16,,,,,190,18.9,7.77
00343911,SACRED HEART SCHOOL-96TH,2,13,2926 E 96TH ST,CHICAGO,IL,60617,COOK,7737683728,182,7.5,Yes,15,15,13,11,11,21,22,21,17,19,,,,,165,9,16.66
A1101038,SAFE HARBOR SCHOOL,12,17,101 N BRAMBLE ST,MANTENO,IL,60950,KANKAKEE,8158023754,225,7,Yes,,,,,,,,,3,8,21,14,19,18,83,17,4.88
A1790254,SAFE HAVEN SCHOOL,12,17,906 MUIR AVE STE A,LAKE BLUFF,IL,60044,LAKE,8476043903,176,6.25,Yes,,,,,,,,,3,8,7,10,11,7,46,10,4.6
BB060688,SAGER SOLOMON SCHECHTER DAY SCHOOL,2,13,3210 DUNDEE RD,NORTHBROOK,IL,60062,COOK,8474982100,170,7.33,Yes,75,27,47,42,60,39,46,43,51,54,,,,,484,59.9,6.82
00352121,SALEM CHRISTIAN SCHOOL,2,13,2018 N RICHMOND ST,CHICAGO,IL,60647,COOK,7732275580,176,7,Yes,27,19,12,5,8,5,6,4,5,6,,,,,97,8.8,7.95
A0700871,SALEM RANCH JR SR HIGH SCHOOL,12,17,15161 N 400 E RD,FLANAGAN,IL,61740,LIVINGSTON,8157964561,259,6,Yes,,,,,,,,,1,1,3,4,1,1,11,2,5.5
BB962066,SAN MIGUEL SCHOOL,11,13,1954 W 48TH ST,CHICAGO,IL,60609,COOK,7738901481,185,8,Yes,,,,,,,,28,30,30,,,,,88,7.9,11.13
BB940986,SANDBOX LEARNING CENTER,2,3,12832 S RIDGELAND AVE,PALOS HEIGHTS,IL,60463,COOK,7083715443,180,6,No,84,7,,,,,,,,,,,,,91,1,7
A9706290,SANDBOX PRESCHOOL & CHILD CARE,2,3,12030 W 159TH ST,HOMER GLEN,IL,60491,WILL,7083012311,176,6,No,30,8,,,,,,,,,,,,,38,1,8
00340218,SANTA LUCIA SCHOOL,2,13,3017 S WELLS ST,CHICAGO,IL,60616,COOK,3123261839,180,7,Yes,23,8,10,10,5,8,3,6,4,3,,,,,80,9,6.33
BB080880,SAUGANASH MONTESSORI SCHOOL,2,3,5750 N ROGERS AVE,CHICAGO,IL,60646,COOK,7735456295,194,7.5,No,50,4,,,,,,,,,,,,,54,3,1.33
02024165,SCHAUMBURG CHRISTIAN SCHOOL,2,17,200 N ROSELLE RD,SCHAUMBURG,IL,60194,COOK,8478853230,167,6.08,No,169,103,72,53,59,67,46,62,58,59,48,50,50,41,937,43.9,17.49
A9300360,SCHOOL OF ST MARY,2,13,185 E ILLINOIS RD,LAKE FOREST,IL,60045,LAKE,8472340371,180,6,Yes,68,26,35,47,39,45,56,37,53,58,,,,,464,40.5,9.77
BB170169,SCHOOL OF ST MARY PRIMARY CENTER,2,13,900 W EVERETT RD,LAKE FOREST,IL,60045,LAKE,8475822526,180,6.83,Yes,68,26,35,47,39,45,56,37,53,58,,,,,464,39.9,9.92
A0301395,SCIENCE ACADEMY OF CHICAGO,2,13,501 MIDWAY DR STE 101,MOUNT PROSPECT,IL,60056,COOK,8472585254,176,6.83,Yes,45,11,8,13,9,9,12,12,14,24,,,,,157,17,6.58
00347075,SETON CATHOLIC SCHOOL,2,13,1320 16TH AVE,MOLINE,IL,61265,ROCK ISLAND,3097645418,176,7,Yes,64,54,52,46,50,45,46,56,52,61,,,,,526,28.5,16.21
K9302134,SETON MONTESSORI SCHOOL,2,11,5728 VIRGINIA AVE,CLARENDON HILLS,IL,60514,DUPAGE,6306551066,176,10.5,Yes,87,33,11,14,7,7,7,2,,,,,,,168,17.8,4.55
A0304130,SHELIA DANIELS CHRISTIAN ACADEMY,2,12,3601 N LEWIS AVE,WAUKEGAN,IL,60087,LAKE,8472638147,178,7,No,27,9,7,5,8,9,5,4,1,,,,,,75,10,4.8
A9102544,SISTER THEA BOWMAN,3,13,8213 CHURCH LN,EAST SAINT LOUIS,IL,62203,ST. CLAIR,6183970316,176,7,Yes,,17,10,17,14,14,19,12,14,11,,,,,128,14,9.14
BB060706,SMALL WORLD LEARNING CENTER,3,3,2915 MAPLE ST STE 1,FRANKLIN PARK,IL,60131,COOK,8474555437,,7.5,No,,24,,,,,,,,,,,,,24,1,24
BB170170,SOCIAL SOUTH CENTRAL CMNTY SVC,10,17,8316 S ELLIS AVE,CHICAGO,IL,60619,COOK,7734830900,215,5.75,Yes,,,,,,,2,2,3,2,4,4,3,6,26,4,6.5
00350973,SONIA SHANKMAN ORTHOGENIC SCHOOL,9,17,6245 S INGLESIDE AVE,CHICAGO,IL,60637,COOK,7734202887,192,6.25,No,,,,,,1,4,4,4,7,13,10,13,13,69,14,4.92
BB060690,SOUTH CAMPUS,7,17,909 E WILMETTE RD STE F,PALATINE,IL,60074,COOK,8473598300,196,6,No,,,,3,7,9,5,9,6,11,5,9,10,11,85,10,8.5
BB911477,SOUTH CENTRAL COMMUNITY SERVICES - SOUTH SHORE,14,17,7550 S PHILLIPS AVE,CHICAGO,IL,60649,COOK,7733742223,215,5.75,Yes,,,,,,,,,,,4,4,3,6,17,2,8.5
